condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
AAV8-RK-PDE6B,3,1,-1.7,42.8,-7.45
AAV8-RK-PDE6B,3,1,-1.7,43.0,-15.0
AAV8-RK-PDE6B,3,1,-1.7,43.2,-22.16
AAV8-RK-PDE6B,3,1,-1.7,43.4,-28.68
AAV8-RK-PDE6B,3,1,-1.7,43.6,-34.39
AAV8-RK-PDE6B,3,1,-1.7,43.8,-39.19
AAV8-RK-PDE6B,3,1,-1.7,44.0,-43.03
AAV8-RK-PDE6B,3,1,-1.7,44.2,-45.96
AAV8-RK-PDE6B,3,1,-1.7,44.4,-48.07
AAV8-RK-PDE6B,3,1,-1.7,44.6,-49.47
AAV8-RK-PDE6B,3,1,-1.7,44.8,-50.32
AAV8-RK-PDE6B,3,1,-1.7,45.0,-50.76
AAV8-RK-PDE6B,3,1,-1.7,45.2,-50.92
AAV8-RK-PDE6B,3,1,-1.7,45.4,-50.89
AAV8-RK-PDE6B,3,1,-1.7,45.6,-50.73
AAV8-RK-PDE6B,3,1,-1.7,45.8,-50.41
AAV8-RK-PDE6B,3,1,-1.7,46.0,-49.91
AAV8-RK-PDE6B,3,1,-1.7,46.2,-49.11
AAV8-RK-PDE6B,3,1,-1.7,46.4,-47.89
AAV8-RK-PDE6B,3,1,-1.7,46.6,-46.12
AAV8-RK-PDE6B,3,1,-1.7,46.8,-43.67
AAV8-RK-PDE6B,3,1,-1.7,47.0,-40.41
AAV8-RK-PDE6B,3,1,-1.7,47.2,-36.27
AAV8-RK-PDE6B,3,1,-1.7,47.4,-31.21
AAV8-RK-PDE6B,3,1,-1.7,47.6,-25.26
AAV8-RK-PDE6B,3,1,-1.7,47.8,-18.48
AAV8-RK-PDE6B,3,1,-1.7,48.0,-10.99
AAV8-RK-PDE6B,3,1,-1.7,48.2,-2.96
AAV8-RK-PDE6B,3,1,-1.7,48.4,5.39
AAV8-RK-PDE6B,3,1,-1.7,48.6,13.87
AAV8-RK-PDE6B,3,1,-1.7,48.8,22.22
AAV8-RK-PDE6B,3,1,-1.7,49.0,30.22
AAV8-RK-PDE6B,3,1,-1.7,49.2,37.66
AAV8-RK-PDE6B,3,1,-1.7,49.4,44.35
AAV8-RK-PDE6B,3,1,-1.7,49.6,50.13
AAV8-RK-PDE6B,3,1,-1.7,49.8,54.9
AAV8-RK-PDE6B,3,1,-1.7,50.0,58.58
AAV8-RK-PDE6B,3,1,-1.7,50.2,61.16
AAV8-RK-PDE6B,3,1,-1.7,50.4,62.65
AAV8-RK-PDE6B,3,1,-1.7,50.6,63.14
AAV8-RK-PDE6B,3,1,-1.7,50.8,62.75
AAV8-RK-PDE6B,3,1,-1.7,51.0,61.64
AAV8-RK-PDE6B,3,1,-1.7,51.2,60.0
AAV8-RK-PDE6B,3,1,-1.7,51.4,58.05
AAV8-RK-PDE6B,3,1,-1.7,51.6,56.01
AAV8-RK-PDE6B,3,1,-1.7,51.8,54.1
AAV8-RK-PDE6B,3,1,-1.7,52.0,52.48
AAV8-RK-PDE6B,3,1,-1.7,52.2,51.3
AAV8-RK-PDE6B,3,1,-1.7,52.4,50.61
AAV8-RK-PDE6B,3,1,-1.7,52.6,50.39
AAV8-RK-PDE6B,3,1,-1.7,52.8,50.53
AAV8-RK-PDE6B,3,1,-1.7,53.0,50.82
AAV8-RK-PDE6B,3,1,-1.7,53.2,50.96
AAV8-RK-PDE6B,3,1,-1.7,53.4,50.61
AAV8-RK-PDE6B,3,1,-1.7,53.6,49.37
AAV8-RK-PDE6B,3,1,-1.7,53.8,46.85
AAV8-RK-PDE6B,3,1,-1.7,54.0,42.69
AAV8-RK-PDE6B,3,1,-1.7,54.2,36.65
AAV8-RK-PDE6B,3,1,-1.7,54.4,28.57
AAV8-RK-PDE6B,3,1,-1.7,54.6,18.48
AAV8-RK-PDE6B,3,1,-1.7,54.8,6.56
AAV8-RK-PDE6B,3,1,-1.7,55.0,-6.82
AAV8-RK-PDE6B,3,1,-1.7,55.2,-21.15
AAV8-RK-PDE6B,3,1,-1.7,55.4,-35.75
AAV8-RK-PDE6B,3,1,-1.7,55.6,-49.91
AAV8-RK-PDE6B,3,1,-1.7,55.8,-62.85
AAV8-RK-PDE6B,3,1,-1.7,56.0,-73.88
AAV8-RK-PDE6B,3,1,-1.7,56.2,-82.37
AAV8-RK-PDE6B,3,1,-1.7,56.4,-87.89
AAV8-RK-PDE6B,3,1,-1.7,56.6,-90.19
AAV8-RK-PDE6B,3,1,-1.7,56.8,-89.26
AAV8-RK-PDE6B,3,1,-1.7,57.0,-85.31
AAV8-RK-PDE6B,3,1,-1.7,57.2,-78.78
AAV8-RK-PDE6B,3,1,-1.7,57.4,-70.24
AAV8-RK-PDE6B,3,1,-1.7,57.6,-60.37
AAV8-RK-PDE6B,3,1,-1.7,57.8,-49.91
AAV8-RK-PDE6B,3,1,-1.7,58.0,-39.53
AAV8-RK-PDE6B,3,1,-1.7,58.2,-29.81
AAV8-RK-PDE6B,3,1,-1.7,58.4,-21.15
AAV8-RK-PDE6B,3,1,-1.7,58.6,-13.79
AAV8-RK-PDE6B,3,1,-1.7,58.8,-7.73
AAV8-RK-PDE6B,3,1,-1.7,59.0,-2.81
AAV8-RK-PDE6B,3,1,-1.7,59.2,1.29
AAV8-RK-PDE6B,3,1,-1.7,59.4,4.96
AAV8-RK-PDE6B,3,1,-1.7,59.6,8.64
AAV8-RK-PDE6B,3,1,-1.7,59.8,12.71
AAV8-RK-PDE6B,3,1,-1.7,60.0,17.41
AAV8-RK-PDE6B,3,1,-1.7,60.2,22.86
AAV8-RK-PDE6B,3,1,-1.7,60.4,28.96
AAV8-RK-PDE6B,3,1,-1.7,60.6,35.42
AAV8-RK-PDE6B,3,1,-1.7,60.8,41.8
AAV8-RK-PDE6B,3,1,-1.7,61.0,47.52
AAV8-RK-PDE6B,3,1,-1.7,61.2,51.97
AAV8-RK-PDE6B,3,1,-1.7,61.4,54.56
AAV8-RK-PDE6B,3,1,-1.7,61.6,54.8
AAV8-RK-PDE6B,3,1,-1.7,61.8,52.39
AAV8-RK-PDE6B,3,1,-1.7,62.0,47.25
AAV8-RK-PDE6B,3,1,-1.7,62.2,39.56
AAV8-RK-PDE6B,3,1,-1.7,62.4,29.73
AAV8-RK-PDE6B,3,1,-1.7,62.6,18.4
AAV8-RK-PDE6B,3,1,-1.7,62.8,6.35
AAV8-RK-PDE6B,3,1,-1.7,63.0,-5.54
AAV8-RK-PDE6B,3,1,-1.7,63.2,-16.45
AAV8-RK-PDE6B,3,1,-1.7,63.4,-25.62
AAV8-RK-PDE6B,3,1,-1.7,63.6,-32.51
AAV8-RK-PDE6B,3,1,-1.7,63.8,-36.81
AAV8-RK-PDE6B,3,1,-1.7,64.0,-38.47
AAV8-RK-PDE6B,3,1,-1.7,64.2,-37.74
AAV8-RK-PDE6B,3,1,-1.7,64.4,-35.08
AAV8-RK-PDE6B,3,1,-1.7,64.6,-31.14
AAV8-RK-PDE6B,3,1,-1.7,64.8,-26.67
AAV8-RK-PDE6B,3,1,-1.7,65.0,-22.43
AAV8-RK-PDE6B,3,1,-1.7,65.2,-19.08
AAV8-RK-PDE6B,3,1,-1.7,65.4,-17.13
AAV8-RK-PDE6B,3,1,-1.7,65.6,-16.87
AAV8-RK-PDE6B,3,1,-1.7,65.8,-18.34
AAV8-RK-PDE6B,3,1,-1.7,66.0,-21.33
AAV8-RK-PDE6B,3,1,-1.7,66.2,-25.42
AAV8-RK-PDE6B,3,1,-1.7,66.4,-30.03
AAV8-RK-PDE6B,3,1,-1.7,66.6,-34.48
AAV8-RK-PDE6B,3,1,-1.7,66.8,-38.13
AAV8-RK-PDE6B,3,1,-1.7,67.0,-40.4
AAV8-RK-PDE6B,3,1,-1.7,67.2,-40.86
AAV8-RK-PDE6B,3,1,-1.7,67.4,-39.29
AAV8-RK-PDE6B,3,1,-1.7,67.6,-35.71
AAV8-RK-PDE6B,3,1,-1.7,67.8,-30.32
AAV8-RK-PDE6B,3,1,-1.7,68.0,-23.52
AAV8-RK-PDE6B,3,1,-1.7,68.2,-15.82
AAV8-RK-PDE6B,3,1,-1.7,68.4,-7.79
AAV8-RK-PDE6B,3,1,-1.7,68.6,0.05
AAV8-RK-PDE6B,3,1,-1.7,68.8,7.25
AAV8-RK-PDE6B,3,1,-1.7,69.0,13.54
AAV8-RK-PDE6B,3,1,-1.7,69.2,18.8
AAV8-RK-PDE6B,3,1,-1.7,69.4,23.11
AAV8-RK-PDE6B,3,1,-1.7,69.6,26.74
AAV8-RK-PDE6B,3,1,-1.7,69.8,30.03
AAV8-RK-PDE6B,3,1,-1.7,70.0,33.4
AAV8-RK-PDE6B,3,1,-1.7,70.2,37.24
AAV8-RK-PDE6B,3,1,-1.7,70.4,41.85
AAV8-RK-PDE6B,3,1,-1.7,70.6,47.4
AAV8-RK-PDE6B,3,1,-1.7,70.8,53.85
AAV8-RK-PDE6B,3,1,-1.7,71.0,60.98
AAV8-RK-PDE6B,3,1,-1.7,71.2,68.36
AAV8-RK-PDE6B,3,1,-1.7,71.4,75.47
AAV8-RK-PDE6B,3,1,-1.7,71.6,81.66
AAV8-RK-PDE6B,3,1,-1.7,71.8,86.34
AAV8-RK-PDE6B,3,1,-1.7,72.0,-21.98
AAV8-RK-PDE6B,3,1,-1.7,72.2,-34.68
AAV8-RK-PDE6B,3,1,-1.7,72.4,-44.01
AAV8-RK-PDE6B,3,1,-1.7,72.6,-49.25
AAV8-RK-PDE6B,3,1,-1.7,72.8,-50.02
AAV8-RK-PDE6B,3,1,-1.7,73.0,-46.34
AAV8-RK-PDE6B,3,1,-1.7,73.2,-38.6
AAV8-RK-PDE6B,3,1,-1.7,73.4,-27.53
AAV8-RK-PDE6B,3,1,-1.7,73.6,-14.12
AAV8-RK-PDE6B,3,1,-1.7,73.8,0.48
AAV8-RK-PDE6B,3,1,-1.7,74.0,15.03
AAV8-RK-PDE6B,3,1,-1.7,74.2,28.39
AAV8-RK-PDE6B,3,1,-1.7,74.4,39.54
AAV8-RK-PDE6B,3,1,-1.7,74.6,47.74
AAV8-RK-PDE6B,3,1,-1.7,74.8,52.53
AAV8-RK-PDE6B,3,1,-1.7,75.0,53.79
AAV8-RK-PDE6B,3,1,-1.7,75.2,51.72
AAV8-RK-PDE6B,3,1,-1.7,75.4,46.81
AAV8-RK-PDE6B,3,1,-1.7,75.6,39.75
AAV8-RK-PDE6B,3,1,-1.7,75.8,31.37
AAV8-RK-PDE6B,3,1,-1.7,76.0,22.55
AAV8-RK-PDE6B,3,1,-1.7,76.2,14.11
AAV8-RK-PDE6B,3,1,-1.7,76.4,6.76
AAV8-RK-PDE6B,3,1,-1.7,76.6,1.01
AAV8-RK-PDE6B,3,1,-1.7,76.8,-2.85
AAV8-RK-PDE6B,3,1,-1.7,77.0,-4.76
AAV8-RK-PDE6B,3,1,-1.7,77.2,-4.85
AAV8-RK-PDE6B,3,1,-1.7,77.4,-3.44
AAV8-RK-PDE6B,3,1,-1.7,77.6,-0.97
AAV8-RK-PDE6B,3,1,-1.7,77.8,2.08
AAV8-RK-PDE6B,3,1,-1.7,78.0,5.25
AAV8-RK-PDE6B,3,1,-1.7,78.2,8.14
AAV8-RK-PDE6B,3,1,-1.7,78.4,10.48
AAV8-RK-PDE6B,3,1,-1.7,78.6,12.13
AAV8-RK-PDE6B,3,1,-1.7,78.8,13.09
AAV8-RK-PDE6B,3,1,-1.7,79.0,13.51
AAV8-RK-PDE6B,3,1,-1.7,79.2,13.59
AAV8-RK-PDE6B,3,1,-1.7,79.4,13.62
AAV8-RK-PDE6B,3,1,-1.7,79.6,13.86
AAV8-RK-PDE6B,3,1,-1.7,79.8,14.51
AAV8-RK-PDE6B,3,1,-1.7,80.0,15.68
AAV8-RK-PDE6B,3,1,-1.7,80.2,17.35
AAV8-RK-PDE6B,3,1,-1.7,80.4,19.34
AAV8-RK-PDE6B,3,1,-1.7,80.6,21.38
AAV8-RK-PDE6B,3,1,-1.7,80.8,23.05
AAV8-RK-PDE6B,3,1,-1.7,81.0,23.92
AAV8-RK-PDE6B,3,1,-1.7,81.2,23.52
AAV8-RK-PDE6B,3,1,-1.7,81.4,21.48
AAV8-RK-PDE6B,3,1,-1.7,81.6,17.52
AAV8-RK-PDE6B,3,1,-1.7,81.8,11.53
AAV8-RK-PDE6B,3,1,-1.7,82.0,3.61
AAV8-RK-PDE6B,3,1,-1.7,82.2,-5.92
AAV8-RK-PDE6B,3,1,-1.7,82.4,-16.55
AAV8-RK-PDE6B,3,1,-1.7,82.6,-27.59
AAV8-RK-PDE6B,3,1,-1.7,82.8,-38.24
AAV8-RK-PDE6B,3,1,-1.7,83.0,-47.64
AAV8-RK-PDE6B,3,1,-1.7,83.2,-54.95
AAV8-RK-PDE6B,3,1,-1.7,83.4,-59.45
AAV8-RK-PDE6B,3,1,-1.7,83.6,-60.59
AAV8-RK-PDE6B,3,1,-1.7,83.8,-58.06
AAV8-RK-PDE6B,3,1,-1.7,84.0,-51.8
AAV8-RK-PDE6B,3,1,-1.7,84.2,-42.08
AAV8-RK-PDE6B,3,1,-1.7,84.4,-29.43
AAV8-RK-PDE6B,3,1,-1.7,84.6,-14.61
AAV8-RK-PDE6B,3,1,-1.7,84.8,1.42
AAV8-RK-PDE6B,3,1,-1.7,85.0,17.6
AAV8-RK-PDE6B,3,1,-1.7,85.2,32.86
AAV8-RK-PDE6B,3,1,-1.7,85.4,46.18
AAV8-RK-PDE6B,3,1,-1.7,85.6,56.72
AAV8-RK-PDE6B,3,1,-1.7,85.8,63.87
AAV8-RK-PDE6B,3,1,-1.7,86.0,67.29
AAV8-RK-PDE6B,3,1,-1.7,86.2,66.97
AAV8-RK-PDE6B,3,1,-1.7,86.4,63.2
AAV8-RK-PDE6B,3,1,-1.7,86.6,56.55
AAV8-RK-PDE6B,3,1,-1.7,86.8,47.83
AAV8-RK-PDE6B,3,1,-1.7,87.0,37.98
AAV8-RK-PDE6B,3,1,-1.7,87.2,28.03
AAV8-RK-PDE6B,3,1,-1.7,87.4,18.98
AAV8-RK-PDE6B,3,1,-1.7,87.6,11.69
AAV8-RK-PDE6B,3,1,-1.7,87.8,6.84
AAV8-RK-PDE6B,3,1,-1.7,88.0,4.84
AAV8-RK-PDE6B,3,1,-1.7,88.2,5.79
AAV8-RK-PDE6B,3,1,-1.7,88.4,9.49
AAV8-RK-PDE6B,3,1,-1.7,88.6,15.44
AAV8-RK-PDE6B,3,1,-1.7,88.8,22.91
AAV8-RK-PDE6B,3,1,-1.7,89.0,30.97
AAV8-RK-PDE6B,3,1,-1.7,89.2,38.61
AAV8-RK-PDE6B,3,1,-1.7,89.4,44.84
AAV8-RK-PDE6B,3,1,-1.7,89.6,48.74
AAV8-RK-PDE6B,3,1,-1.7,89.8,49.62
AAV8-RK-PDE6B,3,1,-1.7,90.0,47.0
AAV8-RK-PDE6B,3,1,-1.7,90.2,40.74
AAV8-RK-PDE6B,3,1,-1.7,90.4,31.02
AAV8-RK-PDE6B,3,1,-1.7,90.6,18.32
AAV8-RK-PDE6B,3,1,-1.7,90.8,3.4
AAV8-RK-PDE6B,3,1,-1.7,91.0,-12.78
AAV8-RK-PDE6B,3,1,-1.7,91.2,-29.12
AAV8-RK-PDE6B,3,1,-1.7,91.4,-44.5
AAV8-RK-PDE6B,3,1,-1.7,91.6,-57.88
AAV8-RK-PDE6B,3,1,-1.7,91.8,-68.37
AAV8-RK-PDE6B,3,1,-1.7,92.0,-75.3
AAV8-RK-PDE6B,3,1,-1.7,92.2,-78.31
AAV8-RK-PDE6B,3,1,-1.7,92.4,-77.35
AAV8-RK-PDE6B,3,1,-1.7,92.6,-72.68
AAV8-RK-PDE6B,3,1,-1.7,92.8,-64.85
AAV8-RK-PDE6B,3,1,-1.7,93.0,-54.63
AAV8-RK-PDE6B,3,1,-1.7,93.2,-42.93
AAV8-RK-PDE6B,3,1,-1.7,93.4,-30.76
AAV8-RK-PDE6B,3,1,-1.7,93.6,-19.07
AAV8-RK-PDE6B,3,1,-1.7,93.8,-8.72
AAV8-RK-PDE6B,3,1,-1.7,94.0,-0.37
AAV8-RK-PDE6B,3,1,-1.7,94.2,5.52
AAV8-RK-PDE6B,3,1,-1.7,94.4,8.78
AAV8-RK-PDE6B,3,1,-1.7,94.6,9.48
AAV8-RK-PDE6B,3,1,-1.7,94.8,7.93
AAV8-RK-PDE6B,3,1,-1.7,95.0,4.65
AAV8-RK-PDE6B,3,1,-1.7,95.2,0.25
AAV8-RK-PDE6B,3,1,-1.7,95.4,-4.58
AAV8-RK-PDE6B,3,1,-1.7,95.6,-9.17
AAV8-RK-PDE6B,3,1,-1.7,95.8,-12.95
AAV8-RK-PDE6B,3,1,-1.7,96.0,-15.46
AAV8-RK-PDE6B,3,1,-1.7,96.2,-16.44
AAV8-RK-PDE6B,3,1,-1.7,96.4,-15.82
AAV8-RK-PDE6B,3,1,-1.7,96.6,-13.71
AAV8-RK-PDE6B,3,1,-1.7,96.8,-10.39
AAV8-RK-PDE6B,3,1,-1.7,97.0,-6.23
AAV8-RK-PDE6B,3,1,-1.7,97.2,-1.7
AAV8-RK-PDE6B,3,1,-1.7,97.4,2.73
AAV8-RK-PDE6B,3,1,-1.7,97.6,6.65
AAV8-RK-PDE6B,3,1,-1.7,97.8,9.71
AAV8-RK-PDE6B,3,1,-1.7,98.0,11.72
AAV8-RK-PDE6B,3,1,-1.7,98.2,12.6
AAV8-RK-PDE6B,3,1,-1.7,98.4,12.4
AAV8-RK-PDE6B,3,1,-1.7,98.6,11.32
AAV8-RK-PDE6B,3,1,-1.7,98.8,9.62
AAV8-RK-PDE6B,3,1,-1.7,99.0,7.6
AAV8-RK-PDE6B,3,1,-1.7,99.2,5.56
AAV8-RK-PDE6B,3,1,-1.7,99.4,3.76
AAV8-RK-PDE6B,3,1,-1.7,99.6,2.37
AAV8-RK-PDE6B,3,1,-1.7,99.8,1.44
AAV8-RK-PDE6B,3,1,-1.7,100.0,0.91
AAV8-RK-PDE6B,3,1,-1.7,100.2,0.6
AAV8-RK-PDE6B,3,1,-1.7,100.4,0.25
AAV8-RK-PDE6B,3,1,-1.7,100.6,-0.49
AAV8-RK-PDE6B,3,1,-1.7,100.8,-1.94
AAV8-RK-PDE6B,3,1,-1.7,101.0,-4.41
AAV8-RK-PDE6B,3,1,-1.7,101.2,-8.14
AAV8-RK-PDE6B,3,1,-1.7,101.4,-13.22
AAV8-RK-PDE6B,3,1,-1.7,101.6,-19.61
AAV8-RK-PDE6B,3,1,-1.7,101.8,-27.11
AAV8-RK-PDE6B,3,1,-1.7,102.0,-35.37
AAV8-RK-PDE6B,3,1,-1.7,102.2,-43.91
AAV8-RK-PDE6B,3,1,-1.7,102.4,-52.14
AAV8-RK-PDE6B,3,1,-1.7,102.6,-59.44
AAV8-RK-PDE6B,3,1,-1.7,102.8,-65.21
AAV8-RK-PDE6B,3,1,-1.7,103.0,-68.91
AAV8-RK-PDE6B,3,1,-1.7,103.2,-70.12
AAV8-RK-PDE6B,3,1,-1.7,103.4,-68.6
AAV8-RK-PDE6B,3,1,-1.7,103.6,-64.29
AAV8-RK-PDE6B,3,1,-1.7,103.8,-57.34
AAV8-RK-PDE6B,3,1,-1.7,104.0,-48.1
AAV8-RK-PDE6B,3,1,-1.7,104.2,-37.09
AAV8-RK-PDE6B,3,1,-1.7,104.4,-24.95
AAV8-RK-PDE6B,3,1,-1.7,104.6,-12.41
AAV8-RK-PDE6B,3,1,-1.7,104.8,-0.2
AAV8-RK-PDE6B,3,1,-1.7,105.0,10.99
AAV8-RK-PDE6B,3,1,-1.7,105.2,20.59
AAV8-RK-PDE6B,3,1,-1.7,105.4,28.16
AAV8-RK-PDE6B,3,1,-1.7,105.6,33.47
AAV8-RK-PDE6B,3,1,-1.7,105.8,36.47
AAV8-RK-PDE6B,3,1,-1.7,106.0,37.34
AAV8-RK-PDE6B,3,1,-1.7,106.2,36.42
AAV8-RK-PDE6B,3,1,-1.7,106.4,34.2
AAV8-RK-PDE6B,3,1,-1.7,106.6,31.24
AAV8-RK-PDE6B,3,1,-1.7,106.8,28.16
AAV8-RK-PDE6B,3,1,-1.7,107.0,25.53
AAV8-RK-PDE6B,3,1,-1.7,107.2,23.84
AAV8-RK-PDE6B,3,1,-1.7,107.4,23.44
AAV8-RK-PDE6B,3,1,-1.7,107.6,24.52
AAV8-RK-PDE6B,3,1,-1.7,107.8,27.05
AAV8-RK-PDE6B,3,1,-1.7,108.0,30.85
AAV8-RK-PDE6B,3,1,-1.7,108.2,35.54
AAV8-RK-PDE6B,3,1,-1.7,108.4,40.63
AAV8-RK-PDE6B,3,1,-1.7,108.6,45.51
AAV8-RK-PDE6B,3,1,-1.7,108.8,49.6
AAV8-RK-PDE6B,3,1,-1.7,109.0,52.33
AAV8-RK-PDE6B,3,1,-1.7,109.2,53.23
AAV8-RK-PDE6B,3,1,-1.7,109.4,52.0
AAV8-RK-PDE6B,3,1,-1.7,109.6,48.52
AAV8-RK-PDE6B,3,1,-1.7,109.8,42.9
AAV8-RK-PDE6B,3,1,-1.7,110.0,35.44
AAV8-RK-PDE6B,3,1,-1.7,110.2,26.65
AAV8-RK-PDE6B,3,1,-1.7,110.4,17.17
AAV8-RK-PDE6B,3,1,-1.7,110.6,7.75
AAV8-RK-PDE6B,3,1,-1.7,110.8,-0.83
AAV8-RK-PDE6B,3,1,-1.7,111.0,-7.84
AAV8-RK-PDE6B,3,1,-1.7,111.2,-12.68
AAV8-RK-PDE6B,3,1,-1.7,111.4,-14.88
AAV8-RK-PDE6B,3,1,-1.7,111.6,-14.21
AAV8-RK-PDE6B,3,1,-1.7,111.8,-10.68
AAV8-RK-PDE6B,3,1,-1.7,112.0,10.74
AAV8-RK-PDE6B,3,1,-1.7,112.2,8.53
AAV8-RK-PDE6B,3,1,-1.7,112.4,5.87
AAV8-RK-PDE6B,3,1,-1.7,112.6,3.0
AAV8-RK-PDE6B,3,1,-1.7,112.8,0.17
AAV8-RK-PDE6B,3,1,-1.7,113.0,-2.37
AAV8-RK-PDE6B,3,1,-1.7,113.2,-4.39
AAV8-RK-PDE6B,3,1,-1.7,113.4,-5.7
AAV8-RK-PDE6B,3,1,-1.7,113.6,-6.17
AAV8-RK-PDE6B,3,1,-1.7,113.8,-5.72
AAV8-RK-PDE6B,3,1,-1.7,114.0,-4.37
AAV8-RK-PDE6B,3,1,-1.7,114.2,-2.2
AAV8-RK-PDE6B,3,1,-1.7,114.4,0.6
AAV8-RK-PDE6B,3,1,-1.7,114.6,3.79
AAV8-RK-PDE6B,3,1,-1.7,114.8,7.09
AAV8-RK-PDE6B,3,1,-1.7,115.0,10.15
AAV8-RK-PDE6B,3,1,-1.7,115.2,12.66
AAV8-RK-PDE6B,3,1,-1.7,115.4,14.31
AAV8-RK-PDE6B,3,1,-1.7,115.6,14.84
AAV8-RK-PDE6B,3,1,-1.7,115.8,14.1
AAV8-RK-PDE6B,3,1,-1.7,116.0,12.03
AAV8-RK-PDE6B,3,1,-1.7,116.2,8.68
AAV8-RK-PDE6B,3,1,-1.7,116.4,4.22
AAV8-RK-PDE6B,3,1,-1.7,116.6,-1.06
AAV8-RK-PDE6B,3,1,-1.7,116.8,-6.78
AAV8-RK-PDE6B,3,1,-1.7,117.0,-12.5
AAV8-RK-PDE6B,3,1,-1.7,117.2,-17.76
AAV8-RK-PDE6B,3,1,-1.7,117.4,-22.1
AAV8-RK-PDE6B,3,1,-1.7,117.6,-25.12
AAV8-RK-PDE6B,3,1,-1.7,117.8,-26.53
AAV8-RK-PDE6B,3,1,-1.7,118.0,-26.15
AAV8-RK-PDE6B,3,1,-1.7,118.2,-23.94
AAV8-RK-PDE6B,3,1,-1.7,118.4,-20.03
AAV8-RK-PDE6B,3,1,-1.7,118.6,-14.68
AAV8-RK-PDE6B,3,1,-1.7,118.8,-8.27
AAV8-RK-PDE6B,3,1,-1.7,119.0,-1.28
AAV8-RK-PDE6B,3,1,-1.7,119.2,5.77
AAV8-RK-PDE6B,3,1,-1.7,119.4,12.37
AAV8-RK-PDE6B,3,1,-1.7,119.6,18.04
AAV8-RK-PDE6B,3,1,-1.7,119.8,22.4
AAV8-RK-PDE6B,3,1,-1.7,120.0,25.21
AAV8-RK-PDE6B,3,1,-1.7,120.2,26.37
AAV8-RK-PDE6B,3,1,-1.7,120.4,25.92
AAV8-RK-PDE6B,3,1,-1.7,120.6,24.06
AAV8-RK-PDE6B,3,1,-1.7,120.8,21.1
AAV8-RK-PDE6B,3,1,-1.7,121.0,17.46
AAV8-RK-PDE6B,3,1,-1.7,121.2,13.58
AAV8-RK-PDE6B,3,1,-1.7,121.4,9.9
AAV8-RK-PDE6B,3,1,-1.7,121.6,6.83
AAV8-RK-PDE6B,3,1,-1.7,121.8,4.66
AAV8-RK-PDE6B,3,1,-1.7,122.0,3.61
AAV8-RK-PDE6B,3,1,-1.7,122.2,3.74
AAV8-RK-PDE6B,3,1,-1.7,122.4,4.98
AAV8-RK-PDE6B,3,1,-1.7,122.6,7.17
AAV8-RK-PDE6B,3,1,-1.7,122.8,10.03
AAV8-RK-PDE6B,3,1,-1.7,123.0,13.24
AAV8-RK-PDE6B,3,1,-1.7,123.2,16.45
AAV8-RK-PDE6B,3,1,-1.7,123.4,19.36
AAV8-RK-PDE6B,3,1,-1.7,123.6,21.69
AAV8-RK-PDE6B,3,1,-1.7,123.8,23.27
AAV8-RK-PDE6B,3,1,-1.7,124.0,24.01
AAV8-RK-PDE6B,3,1,-1.7,124.2,23.93
AAV8-RK-PDE6B,3,1,-1.7,124.4,23.15
AAV8-RK-PDE6B,3,1,-1.7,124.6,21.84
AAV8-RK-PDE6B,3,1,-1.7,124.8,20.25
AAV8-RK-PDE6B,3,1,-1.7,125.0,18.6
AAV8-RK-PDE6B,3,1,-1.7,125.2,17.13
AAV8-RK-PDE6B,3,1,-1.7,125.4,15.99
AAV8-RK-PDE6B,3,1,-1.7,125.6,15.3
AAV8-RK-PDE6B,3,1,-1.7,125.8,15.07
AAV8-RK-PDE6B,3,1,-1.7,126.0,15.23
AAV8-RK-PDE6B,3,1,-1.7,126.2,15.63
AAV8-RK-PDE6B,3,1,-1.7,126.4,16.07
AAV8-RK-PDE6B,3,1,-1.7,126.6,16.31
AAV8-RK-PDE6B,3,1,-1.7,126.8,16.11
AAV8-RK-PDE6B,3,1,-1.7,127.0,15.27
AAV8-RK-PDE6B,3,1,-1.7,127.2,13.63
AAV8-RK-PDE6B,3,1,-1.7,127.4,11.12
AAV8-RK-PDE6B,3,1,-1.7,127.6,7.74
AAV8-RK-PDE6B,3,1,-1.7,127.8,3.61
AAV8-RK-PDE6B,3,1,-1.7,128.0,-1.08
AAV8-RK-PDE6B,3,1,-1.7,128.2,-6.07
AAV8-RK-PDE6B,3,1,-1.7,128.4,-11.06
AAV8-RK-PDE6B,3,1,-1.7,128.6,-15.71
AAV8-RK-PDE6B,3,1,-1.7,128.8,-19.71
AAV8-RK-PDE6B,3,1,-1.7,129.0,-22.79
AAV8-RK-PDE6B,3,1,-1.7,129.2,-24.74
AAV8-RK-PDE6B,3,1,-1.7,129.4,-25.42
AAV8-RK-PDE6B,3,1,-1.7,129.6,-24.81
AAV8-RK-PDE6B,3,1,-1.7,129.8,-22.94
AAV8-RK-PDE6B,3,1,-1.7,130.0,-19.98
AAV8-RK-PDE6B,3,1,-1.7,130.2,-16.12
AAV8-RK-PDE6B,3,1,-1.7,130.4,-11.65
AAV8-RK-PDE6B,3,1,-1.7,130.6,-6.87
AAV8-RK-PDE6B,3,1,-1.7,130.8,-2.07
AAV8-RK-PDE6B,3,1,-1.7,131.0,2.43
AAV8-RK-PDE6B,3,1,-1.7,131.2,6.4
AAV8-RK-PDE6B,3,1,-1.7,131.4,9.64
