sample_id,condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
MOCK-12_RE,Untreated,2,7,3.1,152.0,6.07
MOCK-12_RE,Untreated,2,7,3.1,152.5,4.17
MOCK-12_RE,Untreated,2,7,3.1,153.0,5.0
MOCK-12_RE,Untreated,2,7,3.1,153.5,3.14
MOCK-12_RE,Untreated,2,7,3.1,154.0,4.03
MOCK-12_RE,Untreated,2,7,3.1,154.5,6.17
MOCK-12_RE,Untreated,2,7,3.1,155.0,2.77
MOCK-12_RE,Untreated,2,7,3.1,155.5,3.57
MOCK-12_RE,Untreated,2,7,3.1,156.0,5.57
MOCK-12_RE,Untreated,2,7,3.1,156.5,2.65
MOCK-12_RE,Untreated,2,7,3.1,157.0,3.23
MOCK-12_RE,Untreated,2,7,3.1,157.5,4.39
MOCK-12_RE,Untreated,2,7,3.1,158.0,6.78
MOCK-12_RE,Untreated,2,7,3.1,158.5,1.18
MOCK-12_RE,Untreated,2,7,3.1,159.0,3.13
MOCK-12_RE,Untreated,2,7,3.1,159.5,5.45
MOCK-12_RE,Untreated,2,7,3.1,160.0,3.63
MOCK-12_RE,Untreated,2,7,3.1,160.5,2.87
MOCK-12_RE,Untreated,2,7,3.1,161.0,1.71
MOCK-12_RE,Untreated,2,7,3.1,161.5,4.57
MOCK-12_RE,Untreated,2,7,3.1,162.0,1.78
MOCK-12_RE,Untreated,2,7,3.1,162.5,2.85
MOCK-12_RE,Untreated,2,7,3.1,163.0,2.33
MOCK-12_RE,Untreated,2,7,3.1,163.5,2.15
MOCK-12_RE,Untreated,2,7,3.1,164.0,3.21
MOCK-12_RE,Untreated,2,7,3.1,164.5,2.37
MOCK-12_RE,Untreated,2,7,3.1,165.0,0.47
MOCK-12_RE,Untreated,2,7,3.1,165.5,2.69
MOCK-12_RE,Untreated,2,7,3.1,166.0,3.43
MOCK-12_RE,Untreated,2,7,3.1,166.5,1.98
MOCK-12_RE,Untreated,2,7,3.1,167.0,2.38
MOCK-12_RE,Untreated,2,7,3.1,167.5,3.54
MOCK-12_RE,Untreated,2,7,3.1,168.0,4.21
MOCK-12_RE,Untreated,2,7,3.1,168.5,2.05
MOCK-12_RE,Untreated,2,7,3.1,169.0,-0.12
MOCK-12_RE,Untreated,2,7,3.1,169.5,0.38
MOCK-12_RE,Untreated,2,7,3.1,170.0,2.8
MOCK-12_RE,Untreated,2,7,3.1,170.5,2.66
MOCK-12_RE,Untreated,2,7,3.1,171.0,0.3
MOCK-12_RE,Untreated,2,7,3.1,171.5,2.7
MOCK-12_RE,Untreated,2,7,3.1,172.0,1.64
MOCK-12_RE,Untreated,2,7,3.1,172.5,3.19
MOCK-12_RE,Untreated,2,7,3.1,173.0,4.13
MOCK-12_RE,Untreated,2,7,3.1,173.5,2.4
MOCK-12_RE,Untreated,2,7,3.1,174.0,1.67
MOCK-12_RE,Untreated,2,7,3.1,174.5,1.94
MOCK-12_RE,Untreated,2,7,3.1,175.0,2.37
MOCK-12_RE,Untreated,2,7,3.1,175.5,2.24
MOCK-12_RE,Untreated,2,7,3.1,176.0,4.07
MOCK-12_RE,Untreated,2,7,3.1,176.5,1.71
MOCK-12_RE,Untreated,2,7,3.1,177.0,0.44
MOCK-12_RE,Untreated,2,7,3.1,177.5,2.66
MOCK-12_RE,Untreated,2,7,3.1,178.0,1.19
MOCK-12_RE,Untreated,2,7,3.1,178.5,1.89
MOCK-12_RE,Untreated,2,7,3.1,179.0,5.89
MOCK-12_RE,Untreated,2,7,3.1,179.5,3.32
MOCK-12_RE,Untreated,2,7,3.1,180.0,1.91
MOCK-12_RE,Untreated,2,7,3.1,180.5,0.68
MOCK-12_RE,Untreated,2,7,3.1,181.0,0.67
MOCK-12_RE,Untreated,2,7,3.1,181.5,0.97
MOCK-12_RE,Untreated,2,7,3.1,182.0,3.43
MOCK-12_RE,Untreated,2,7,3.1,182.5,-1.09
MOCK-12_RE,Untreated,2,7,3.1,183.0,1.08
MOCK-12_RE,Untreated,2,7,3.1,183.5,1.01
MOCK-12_RE,Untreated,2,7,3.1,184.0,3.08
MOCK-12_RE,Untreated,2,7,3.1,184.5,0.18
MOCK-12_RE,Untreated,2,7,3.1,185.0,2.34
MOCK-12_RE,Untreated,2,7,3.1,185.5,2.35
MOCK-12_RE,Untreated,2,7,3.1,186.0,2.61
MOCK-12_RE,Untreated,2,7,3.1,186.5,1.83
MOCK-12_RE,Untreated,2,7,3.1,187.0,1.66
MOCK-12_RE,Untreated,2,7,3.1,187.5,2.78
MOCK-12_RE,Untreated,2,7,3.1,188.0,1.21
MOCK-12_RE,Untreated,2,7,3.1,188.5,1.43
MOCK-12_RE,Untreated,2,7,3.1,189.0,2.76
MOCK-12_RE,Untreated,2,7,3.1,189.5,0.68
MOCK-12_RE,Untreated,2,7,3.1,190.0,0.06
MOCK-12_RE,Untreated,2,7,3.1,190.5,0.03
MOCK-12_RE,Untreated,2,7,3.1,191.0,3.21
MOCK-12_RE,Untreated,2,7,3.1,191.5,4.13
MOCK-12_RE,Untreated,2,7,3.1,192.0,0.24
MOCK-12_RE,Untreated,2,7,3.1,192.5,-0.41
MOCK-12_RE,Untreated,2,7,3.1,193.0,0.65
MOCK-12_RE,Untreated,2,7,3.1,193.5,0.49
MOCK-12_RE,Untreated,2,7,3.1,194.0,0.31
MOCK-12_RE,Untreated,2,7,3.1,194.5,3.85
MOCK-12_RE,Untreated,2,7,3.1,195.0,0.2
MOCK-12_RE,Untreated,2,7,3.1,195.5,1.13
MOCK-12_RE,Untreated,2,7,3.1,196.0,3.07
MOCK-12_RE,Untreated,2,7,3.1,196.5,0.72
MOCK-12_RE,Untreated,2,7,3.1,197.0,-0.03
MOCK-12_RE,Untreated,2,7,3.1,197.5,1.59
MOCK-12_RE,Untreated,2,7,3.1,198.0,0.25
MOCK-12_RE,Untreated,2,7,3.1,198.5,1.44
MOCK-12_RE,Untreated,2,7,3.1,199.0,1.72
MOCK-12_RE,Untreated,2,7,3.1,199.5,1.16
MOCK-12_RE,Untreated,2,7,3.1,200.0,0.01
MOCK-12_RE,Untreated,2,7,3.1,200.5,0.61
MOCK-12_RE,Untreated,2,7,3.1,201.0,1.28
MOCK-12_RE,Untreated,2,7,3.1,201.5,2.28
MOCK-12_RE,Untreated,2,7,3.1,202.0,1.01
MOCK-12_RE,Untreated,2,7,3.1,202.5,2.01
MOCK-12_RE,Untreated,2,7,3.1,203.0,0.95
MOCK-12_RE,Untreated,2,7,3.1,203.5,0.46
MOCK-12_RE,Untreated,2,7,3.1,204.0,0.01
MOCK-12_RE,Untreated,2,7,3.1,204.5,0.4
MOCK-12_RE,Untreated,2,7,3.1,205.0,-1.88
MOCK-12_RE,Untreated,2,7,3.1,205.5,2.52
MOCK-12_RE,Untreated,2,7,3.1,206.0,-0.59
MOCK-12_RE,Untreated,2,7,3.1,206.5,0.55
MOCK-12_RE,Untreated,2,7,3.1,207.0,1.03
MOCK-12_RE,Untreated,2,7,3.1,207.5,1.97
MOCK-12_RE,Untreated,2,7,3.1,208.0,0.8
MOCK-12_RE,Untreated,2,7,3.1,208.5,0.09
MOCK-12_RE,Untreated,2,7,3.1,209.0,-0.32
MOCK-12_RE,Untreated,2,7,3.1,209.5,2.53
MOCK-12_RE,Untreated,2,7,3.1,210.0,1.81
MOCK-12_RE,Untreated,2,7,3.1,210.5,1.8
MOCK-12_RE,Untreated,2,7,3.1,211.0,-1.33
MOCK-12_RE,Untreated,2,7,3.1,211.5,4.8
MOCK-12_RE,Untreated,2,7,3.1,212.0,1.67
MOCK-12_RE,Untreated,2,7,3.1,212.5,0.3
MOCK-12_RE,Untreated,2,7,3.1,213.0,-2.0
MOCK-12_RE,Untreated,2,7,3.1,213.5,-0.67
MOCK-12_RE,Untreated,2,7,3.1,214.0,0.71
MOCK-12_RE,Untreated,2,7,3.1,214.5,0.99
MOCK-12_RE,Untreated,2,7,3.1,215.0,1.72
MOCK-12_RE,Untreated,2,7,3.1,215.5,-1.21
MOCK-12_RE,Untreated,2,7,3.1,216.0,0.57
MOCK-12_RE,Untreated,2,7,3.1,216.5,2.31
MOCK-12_RE,Untreated,2,7,3.1,217.0,2.7
MOCK-12_RE,Untreated,2,7,3.1,217.5,-0.97
MOCK-12_RE,Untreated,2,7,3.1,218.0,-2.47
MOCK-12_RE,Untreated,2,7,3.1,218.5,-0.7
MOCK-12_RE,Untreated,2,7,3.1,219.0,-1.28
MOCK-12_RE,Untreated,2,7,3.1,219.5,0.82
MOCK-12_RE,Untreated,2,7,3.1,220.0,-1.63
MOCK-12_RE,Untreated,2,7,3.1,220.5,-2.25
MOCK-12_RE,Untreated,2,7,3.1,221.0,0.27
MOCK-12_RE,Untreated,2,7,3.1,221.5,1.01
MOCK-12_RE,Untreated,2,7,3.1,222.0,0.88
MOCK-12_RE,Untreated,2,7,3.1,222.5,2.11
MOCK-12_RE,Untreated,2,7,3.1,223.0,1.86
MOCK-12_RE,Untreated,2,7,3.1,223.5,-1.35
MOCK-12_RE,Untreated,2,7,3.1,224.0,-1.05
MOCK-12_RE,Untreated,2,7,3.1,224.5,2.41
MOCK-12_RE,Untreated,2,7,3.1,225.0,1.44
MOCK-12_RE,Untreated,2,7,3.1,225.5,1.37
MOCK-12_RE,Untreated,2,7,3.1,226.0,1.37
MOCK-12_RE,Untreated,2,7,3.1,226.5,0.99
MOCK-12_RE,Untreated,2,7,3.1,227.0,0.0
MOCK-12_RE,Untreated,2,7,3.1,227.5,1.48
MOCK-12_RE,Untreated,2,7,3.1,228.0,1.32
MOCK-12_RE,Untreated,2,7,3.1,228.5,1.72
MOCK-12_RE,Untreated,2,7,3.1,229.0,-1.77
MOCK-12_RE,Untreated,2,7,3.1,229.5,-0.89
MOCK-12_RE,Untreated,2,7,3.1,230.0,0.26
MOCK-12_RE,Untreated,2,7,3.1,230.5,-0.91
MOCK-12_RE,Untreated,2,7,3.1,231.0,-0.75
MOCK-12_RE,Untreated,2,7,3.1,231.5,-2.73
MOCK-12_RE,Untreated,2,7,3.1,232.0,-1.74
MOCK-12_RE,Untreated,2,7,3.1,232.5,3.64
MOCK-12_RE,Untreated,2,7,3.1,233.0,-3.03
MOCK-12_RE,Untreated,2,7,3.1,233.5,-1.95
MOCK-12_RE,Untreated,2,7,3.1,234.0,0.89
MOCK-12_RE,Untreated,2,7,3.1,234.5,-1.64
MOCK-12_RE,Untreated,2,7,3.1,235.0,1.37
MOCK-12_RE,Untreated,2,7,3.1,235.5,-1.15
MOCK-12_RE,Untreated,2,7,3.1,236.0,2.06
MOCK-12_RE,Untreated,2,7,3.1,236.5,2.93
MOCK-12_RE,Untreated,2,7,3.1,237.0,0.12
MOCK-12_RE,Untreated,2,7,3.1,237.5,2.23
MOCK-12_RE,Untreated,2,7,3.1,238.0,1.43
MOCK-12_RE,Untreated,2,7,3.1,238.5,-1.26
MOCK-12_RE,Untreated,2,7,3.1,239.0,0.84
MOCK-12_RE,Untreated,2,7,3.1,239.5,0.11
MOCK-12_RE,Untreated,2,7,3.1,240.0,-0.24
MOCK-12_RE,Untreated,2,7,3.1,240.5,0.81
MOCK-12_RE,Untreated,2,7,3.1,241.0,0.18
MOCK-12_RE,Untreated,2,7,3.1,241.5,-0.97
MOCK-12_RE,Untreated,2,7,3.1,242.0,-2.83
MOCK-12_RE,Untreated,2,7,3.1,242.5,2.01
MOCK-12_RE,Untreated,2,7,3.1,243.0,1.9
MOCK-12_RE,Untreated,2,7,3.1,243.5,-1.48
MOCK-12_RE,Untreated,2,7,3.1,244.0,2.46
MOCK-12_RE,Untreated,2,7,3.1,244.5,-0.62
MOCK-12_RE,Untreated,2,7,3.1,245.0,-2.62
MOCK-12_RE,Untreated,2,7,3.1,245.5,-0.53
MOCK-12_RE,Untreated,2,7,3.1,246.0,-0.4
MOCK-12_RE,Untreated,2,7,3.1,246.5,0.92
MOCK-12_RE,Untreated,2,7,3.1,247.0,2.56
MOCK-12_RE,Untreated,2,7,3.1,247.5,1.38
MOCK-12_RE,Untreated,2,7,3.1,248.0,0.82
MOCK-12_RE,Untreated,2,7,3.1,248.5,0.51
MOCK-12_RE,Untreated,2,7,3.1,249.0,-1.95
MOCK-12_RE,Untreated,2,7,3.1,249.5,-1.59
MOCK-12_RE,Untreated,2,7,3.1,250.0,2.65
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-20.0,-2.21
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-19.5,-2.27
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-19.0,0.8
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-18.5,-2.39
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-18.0,2.53
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-17.5,0.52
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-17.0,-0.46
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-16.5,0.77
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-16.0,-1.18
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-15.5,-0.5
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-15.0,-3.21
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-14.5,0.46
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-14.0,-0.12
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-13.5,-0.43
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-13.0,0.52
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-12.5,1.9
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-12.0,-0.25
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-11.5,-2.22
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-11.0,-1.87
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-10.5,-0.4
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-10.0,1.64
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-9.5,-0.89
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-9.0,-0.24
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-8.5,0.3
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-8.0,1.08
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-7.5,-3.66
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-7.0,-1.67
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-6.5,2.15
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-6.0,0.94
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-5.5,2.56
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-5.0,-0.23
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-4.5,-1.58
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-4.0,-0.94
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-3.5,-3.54
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-3.0,-3.29
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-2.5,0.67
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-2.0,-1.31
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-1.5,0.84
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-1.0,-2.2
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,-0.5,-0.71
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,0.0,-2.6
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,0.5,1.1
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,1.0,-1.58
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,1.5,0.51
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,2.0,-1.46
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,2.5,-0.83
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,3.0,0.48
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,3.5,0.1
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,4.0,-0.98
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,4.5,-0.85
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,5.0,-2.33
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,5.5,2.52
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,6.0,1.99
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,6.5,-1.53
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,7.0,2.95
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,7.5,1.65
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,8.0,-1.6
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,8.5,2.24
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,9.0,-0.58
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,9.5,-0.1
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,10.0,-0.69
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,10.5,0.72
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,11.0,0.86
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,11.5,-1.38
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,12.0,1.61
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,12.5,2.3
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,13.0,1.18
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,13.5,-1.21
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,14.0,0.82
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,14.5,0.19
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,15.0,0.94
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,15.5,1.7
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,16.0,0.65
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,16.5,1.13
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,17.0,0.82
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,17.5,-0.27
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,18.0,-0.67
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,18.5,0.11
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,19.0,1.88
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,19.5,-0.3
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,20.0,-0.15
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,20.5,0.27
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,21.0,-2.68
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,21.5,1.51
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,22.0,1.01
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,22.5,0.68
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,23.0,0.62
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,23.5,1.84
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,24.0,-2.89
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,24.5,-1.5
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,25.0,2.1
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,25.5,-1.26
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,26.0,1.54
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,26.5,1.22
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,27.0,2.08
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,27.5,3.91
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,28.0,1.17
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,28.5,0.83
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,29.0,1.63
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,29.5,1.57
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,30.0,0.52
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,30.5,1.15
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,31.0,1.97
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,31.5,-1.4
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,32.0,0.13
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,32.5,2.27
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,33.0,0.42
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,33.5,1.63
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,34.0,-0.43
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,34.5,2.46
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,35.0,-0.55
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,35.5,0.87
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,36.0,2.56
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,36.5,1.32
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,37.0,-1.18
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,37.5,0.44
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,38.0,1.6
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,38.5,1.11
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,39.0,2.56
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,39.5,-0.64
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,40.0,1.22
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,40.5,0.88
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,41.0,2.16
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,41.5,0.99
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,42.0,1.37
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,42.5,1.16
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,43.0,1.91
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,43.5,0.14
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,44.0,2.32
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,44.5,1.65
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,45.0,1.57
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,45.5,0.99
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,46.0,2.75
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,46.5,1.16
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,47.0,4.7
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,47.5,1.21
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,48.0,2.29
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,48.5,1.82
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,49.0,3.76
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,49.5,2.6
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,50.0,0.33
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,50.5,0.87
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,51.0,3.45
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,51.5,3.29
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,52.0,4.9
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,52.5,0.01
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,53.0,0.43
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,53.5,0.58
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,54.0,1.88
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,54.5,3.14
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,55.0,1.57
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,55.5,1.34
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,56.0,1.95
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,56.5,3.46
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,57.0,5.11
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,57.5,3.37
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,58.0,0.94
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,58.5,-0.88
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,59.0,2.34
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,59.5,3.39
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,60.0,2.23
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,60.5,3.07
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,61.0,1.42
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,61.5,3.94
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,62.0,5.14
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,62.5,4.86
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,63.0,1.86
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,63.5,0.38
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,64.0,4.89
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,64.5,3.4
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,65.0,4.96
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,65.5,2.43
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,66.0,1.14
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,66.5,1.49
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,67.0,-1.08
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,67.5,5.59
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,68.0,1.84
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,68.5,3.61
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,69.0,2.25
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,69.5,2.16
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,70.0,4.18
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,70.5,1.26
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,71.0,1.94
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,71.5,-0.3
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,72.0,3.39
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,72.5,1.4
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,73.0,0.77
MOCK-19_LE,AAV8-RK-PDE6B,3,1,-1.7,73.5,3.94
