condition,condition_order,intensity_group,intensity_log_cd_s_m2,time_ms,voltage_uv
Untreated,2,7,3.1,75.4,-1.64
Untreated,2,7,3.1,75.6,-2.49
Untreated,2,7,3.1,75.8,-3.1
Untreated,2,7,3.1,76.0,-3.43
Untreated,2,7,3.1,76.2,-3.44
Untreated,2,7,3.1,76.4,-3.12
Untreated,2,7,3.1,76.6,-2.49
Untreated,2,7,3.1,76.8,-1.62
Untreated,2,7,3.1,77.0,-0.57
Untreated,2,7,3.1,77.2,3.68
Untreated,2,7,3.1,77.4,11.04
Untreated,2,7,3.1,77.6,17.55
Untreated,2,7,3.1,77.8,22.63
Untreated,2,7,3.1,78.0,25.87
Untreated,2,7,3.1,78.2,27.06
Untreated,2,7,3.1,78.4,26.18
Untreated,2,7,3.1,78.6,23.45
Untreated,2,7,3.1,78.8,19.23
Untreated,2,7,3.1,79.0,14.05
Untreated,2,7,3.1,79.2,8.48
Untreated,2,7,3.1,79.4,3.1
Untreated,2,7,3.1,79.6,-0.23
Untreated,2,7,3.1,79.8,-0.75
Untreated,2,7,3.1,80.0,-1.06
Untreated,2,7,3.1,80.2,-1.15
Untreated,2,7,3.1,80.4,-1.03
Untreated,2,7,3.1,80.6,-0.73
Untreated,2,7,3.1,80.8,-0.32
Untreated,2,7,3.1,81.0,1.13
Untreated,2,7,3.1,81.2,4.41
Untreated,2,7,3.1,81.4,7.34
Untreated,2,7,3.1,81.6,9.64
Untreated,2,7,3.1,81.8,11.14
Untreated,2,7,3.1,82.0,11.78
Untreated,2,7,3.1,82.2,11.65
Untreated,2,7,3.1,82.4,10.9
Untreated,2,7,3.1,82.6,9.78
Untreated,2,7,3.1,82.8,8.54
Untreated,2,7,3.1,83.0,7.42
Untreated,2,7,3.1,83.2,6.6
Untreated,2,7,3.1,83.4,6.18
Untreated,2,7,3.1,83.6,6.15
Untreated,2,7,3.1,83.8,6.43
Untreated,2,7,3.1,84.0,6.86
Untreated,2,7,3.1,84.2,7.22
Untreated,2,7,3.1,84.4,7.28
Untreated,2,7,3.1,84.6,6.84
Untreated,2,7,3.1,84.8,5.79
Untreated,2,7,3.1,85.0,4.07
Untreated,2,7,3.1,85.2,1.75
Untreated,2,7,3.1,85.4,-0.15
Untreated,2,7,3.1,85.6,-0.58
Untreated,2,7,3.1,85.8,-0.99
Untreated,2,7,3.1,86.0,-1.32
Untreated,2,7,3.1,86.2,-1.53
Untreated,2,7,3.1,86.4,-1.58
Untreated,2,7,3.1,86.6,-1.44
Untreated,2,7,3.1,86.8,-1.11
Untreated,2,7,3.1,87.0,-0.61
Untreated,2,7,3.1,87.2,0.34
Untreated,2,7,3.1,87.4,5.42
Untreated,2,7,3.1,87.6,10.77
Untreated,2,7,3.1,87.8,15.93
Untreated,2,7,3.1,88.0,20.5
Untreated,2,7,3.1,88.2,24.1
Untreated,2,7,3.1,88.4,26.48
Untreated,2,7,3.1,88.6,27.49
Untreated,2,7,3.1,88.8,27.12
Untreated,2,7,3.1,89.0,25.5
Untreated,2,7,3.1,89.2,22.84
Untreated,2,7,3.1,89.4,19.48
Untreated,2,7,3.1,89.6,15.76
Untreated,2,7,3.1,89.8,12.07
Untreated,2,7,3.1,90.0,8.72
Untreated,2,7,3.1,90.2,6.01
Untreated,2,7,3.1,90.4,4.11
Untreated,2,7,3.1,90.6,3.12
Untreated,2,7,3.1,90.8,3.03
Untreated,2,7,3.1,91.0,3.77
Untreated,2,7,3.1,91.2,5.18
Untreated,2,7,3.1,91.4,7.08
Untreated,2,7,3.1,91.6,9.28
Untreated,2,7,3.1,91.8,11.6
Untreated,2,7,3.1,92.0,13.88
Untreated,2,7,3.1,92.2,16.0
Untreated,2,7,3.1,92.4,17.9
Untreated,2,7,3.1,92.6,19.53
Untreated,2,7,3.1,92.8,20.87
Untreated,2,7,3.1,93.0,21.92
Untreated,2,7,3.1,93.2,22.67
Untreated,2,7,3.1,93.4,23.1
Untreated,2,7,3.1,93.6,23.17
Untreated,2,7,3.1,93.8,22.82
Untreated,2,7,3.1,94.0,22.0
Untreated,2,7,3.1,94.2,20.64
Untreated,2,7,3.1,94.4,18.71
Untreated,2,7,3.1,94.6,16.23
Untreated,2,7,3.1,94.8,13.25
Untreated,2,7,3.1,95.0,9.9
Untreated,2,7,3.1,95.2,6.37
Untreated,2,7,3.1,95.4,2.89
Untreated,2,7,3.1,95.6,-0.04
Untreated,2,7,3.1,95.8,-0.42
Untreated,2,7,3.1,96.0,-0.67
Untreated,2,7,3.1,96.2,-0.77
Untreated,2,7,3.1,96.4,-0.7
Untreated,2,7,3.1,96.6,-0.46
Untreated,2,7,3.1,96.8,-0.05
Untreated,2,7,3.1,97.0,3.21
Untreated,2,7,3.1,97.2,7.33
Untreated,2,7,3.1,97.4,11.62
Untreated,2,7,3.1,97.6,15.69
Untreated,2,7,3.1,97.8,19.13
Untreated,2,7,3.1,98.0,21.64
Untreated,2,7,3.1,98.2,22.97
Untreated,2,7,3.1,98.4,23.02
Untreated,2,7,3.1,98.6,21.82
Untreated,2,7,3.1,98.8,19.54
Untreated,2,7,3.1,99.0,16.47
Untreated,2,7,3.1,99.2,13.0
Untreated,2,7,3.1,99.4,9.55
Untreated,2,7,3.1,99.6,6.57
Untreated,2,7,3.1,99.8,4.43
Untreated,2,7,3.1,100.0,3.45
Untreated,2,7,3.1,100.2,3.78
Untreated,2,7,3.1,100.4,5.45
Untreated,2,7,3.1,100.6,8.37
Untreated,2,7,3.1,100.8,12.26
Untreated,2,7,3.1,101.0,16.78
Untreated,2,7,3.1,101.2,21.5
Untreated,2,7,3.1,101.4,25.99
Untreated,2,7,3.1,101.6,29.82
Untreated,2,7,3.1,101.8,32.66
Untreated,2,7,3.1,102.0,34.25
Untreated,2,7,3.1,102.2,34.49
Untreated,2,7,3.1,102.4,33.39
Untreated,2,7,3.1,102.6,31.09
Untreated,2,7,3.1,102.8,27.85
Untreated,2,7,3.1,103.0,23.97
Untreated,2,7,3.1,103.2,19.83
Untreated,2,7,3.1,103.4,15.76
Untreated,2,7,3.1,103.6,12.08
Untreated,2,7,3.1,103.8,9.03
Untreated,2,7,3.1,104.0,6.77
Untreated,2,7,3.1,104.2,5.35
Untreated,2,7,3.1,104.4,4.77
Untreated,2,7,3.1,104.6,4.9
Untreated,2,7,3.1,104.8,5.61
Untreated,2,7,3.1,105.0,6.72
Untreated,2,7,3.1,105.2,8.06
Untreated,2,7,3.1,105.4,9.46
Untreated,2,7,3.1,105.6,10.83
Untreated,2,7,3.1,105.8,12.09
Untreated,2,7,3.1,106.0,13.22
Untreated,2,7,3.1,106.2,14.25
Untreated,2,7,3.1,106.4,15.22
Untreated,2,7,3.1,106.6,16.19
Untreated,2,7,3.1,106.8,17.19
Untreated,2,7,3.1,107.0,18.26
Untreated,2,7,3.1,107.2,19.37
Untreated,2,7,3.1,107.4,20.48
Untreated,2,7,3.1,107.6,21.51
Untreated,2,7,3.1,107.8,22.37
Untreated,2,7,3.1,108.0,22.95
Untreated,2,7,3.1,108.2,23.16
Untreated,2,7,3.1,108.4,22.95
Untreated,2,7,3.1,108.6,22.3
Untreated,2,7,3.1,108.8,21.24
Untreated,2,7,3.1,109.0,19.87
Untreated,2,7,3.1,109.2,18.32
Untreated,2,7,3.1,109.4,16.76
Untreated,2,7,3.1,109.6,15.36
Untreated,2,7,3.1,109.8,14.29
Untreated,2,7,3.1,110.0,13.7
Untreated,2,7,3.1,110.2,13.67
Untreated,2,7,3.1,110.4,14.23
Untreated,2,7,3.1,110.6,15.35
Untreated,2,7,3.1,110.8,16.91
Untreated,2,7,3.1,111.0,18.76
Untreated,2,7,3.1,111.2,20.71
Untreated,2,7,3.1,111.4,22.57
Untreated,2,7,3.1,111.6,24.13
Untreated,2,7,3.1,111.8,25.25
Untreated,2,7,3.1,112.0,26.44
Untreated,2,7,3.1,112.2,25.99
Untreated,2,7,3.1,112.4,24.9
Untreated,2,7,3.1,112.6,23.29
Untreated,2,7,3.1,112.8,21.34
Untreated,2,7,3.1,113.0,19.25
Untreated,2,7,3.1,113.2,17.23
Untreated,2,7,3.1,113.4,15.47
Untreated,2,7,3.1,113.6,14.1
Untreated,2,7,3.1,113.8,13.21
Untreated,2,7,3.1,114.0,12.82
Untreated,2,7,3.1,114.2,12.88
Untreated,2,7,3.1,114.4,13.3
Untreated,2,7,3.1,114.6,13.95
Untreated,2,7,3.1,114.8,14.68
Untreated,2,7,3.1,115.0,15.34
Untreated,2,7,3.1,115.2,15.84
Untreated,2,7,3.1,115.4,16.11
Untreated,2,7,3.1,115.6,16.12
Untreated,2,7,3.1,115.8,15.92
Untreated,2,7,3.1,116.0,15.58
Untreated,2,7,3.1,116.2,15.21
Untreated,2,7,3.1,116.4,14.93
Untreated,2,7,3.1,116.6,14.84
Untreated,2,7,3.1,116.8,15.01
Untreated,2,7,3.1,117.0,15.46
Untreated,2,7,3.1,117.2,16.16
Untreated,2,7,3.1,117.4,17.02
Untreated,2,7,3.1,117.6,17.9
Untreated,2,7,3.1,117.8,18.64
Untreated,2,7,3.1,118.0,19.07
Untreated,2,7,3.1,118.2,19.03
Untreated,2,7,3.1,118.4,18.43
Untreated,2,7,3.1,118.6,17.21
Untreated,2,7,3.1,118.8,15.41
Untreated,2,7,3.1,119.0,13.15
Untreated,2,7,3.1,119.2,10.62
Untreated,2,7,3.1,119.4,8.06
Untreated,2,7,3.1,119.6,5.76
Untreated,2,7,3.1,119.8,3.99
Untreated,2,7,3.1,120.0,3.0
Untreated,2,7,3.1,120.2,2.97
Untreated,2,7,3.1,120.4,3.99
Untreated,2,7,3.1,120.6,6.05
Untreated,2,7,3.1,120.8,9.03
Untreated,2,7,3.1,121.0,12.71
Untreated,2,7,3.1,121.2,16.79
Untreated,2,7,3.1,121.4,20.92
Untreated,2,7,3.1,121.6,24.72
Untreated,2,7,3.1,121.8,27.87
Untreated,2,7,3.1,122.0,30.06
Untreated,2,7,3.1,122.2,31.11
Untreated,2,7,3.1,122.4,30.92
Untreated,2,7,3.1,122.6,29.54
Untreated,2,7,3.1,122.8,27.09
Untreated,2,7,3.1,123.0,23.81
Untreated,2,7,3.1,123.2,20.03
Untreated,2,7,3.1,123.4,16.08
Untreated,2,7,3.1,123.6,12.31
Untreated,2,7,3.1,123.8,9.02
Untreated,2,7,3.1,124.0,6.47
Untreated,2,7,3.1,124.2,4.79
Untreated,2,7,3.1,124.4,4.06
Untreated,2,7,3.1,124.6,4.21
Untreated,2,7,3.1,124.8,5.11
Untreated,2,7,3.1,125.0,6.56
Untreated,2,7,3.1,125.2,8.31
Untreated,2,7,3.1,125.4,10.1
Untreated,2,7,3.1,125.6,11.69
Untreated,2,7,3.1,125.8,12.89
Untreated,2,7,3.1,126.0,13.56
Untreated,2,7,3.1,126.2,13.67
Untreated,2,7,3.1,126.4,13.23
Untreated,2,7,3.1,126.6,12.34
Untreated,2,7,3.1,126.8,11.17
Untreated,2,7,3.1,127.0,9.88
Untreated,2,7,3.1,127.2,8.69
Untreated,2,7,3.1,127.4,7.77
Untreated,2,7,3.1,127.6,7.28
Untreated,2,7,3.1,127.8,7.3
Untreated,2,7,3.1,128.0,7.86
Untreated,2,7,3.1,128.2,8.94
Untreated,2,7,3.1,128.4,10.44
Untreated,2,7,3.1,128.6,12.21
Untreated,2,7,3.1,128.8,14.09
Untreated,2,7,3.1,129.0,15.87
Untreated,2,7,3.1,129.2,17.36
Untreated,2,7,3.1,129.4,18.42
Untreated,2,7,3.1,129.6,18.89
Untreated,2,7,3.1,129.8,18.71
Untreated,2,7,3.1,130.0,17.85
Untreated,2,7,3.1,130.2,16.33
Untreated,2,7,3.1,130.4,14.22
Untreated,2,7,3.1,130.6,11.64
Untreated,2,7,3.1,130.8,8.74
Untreated,2,7,3.1,131.0,5.68
Untreated,2,7,3.1,131.2,2.65
Untreated,2,7,3.1,131.4,-0.19
Untreated,2,7,3.1,131.6,-2.67
Untreated,2,7,3.1,131.8,-4.67
Untreated,2,7,3.1,132.0,-6.08
Untreated,2,7,3.1,132.2,-6.83
Untreated,2,7,3.1,132.4,-6.89
Untreated,2,7,3.1,132.6,-6.27
Untreated,2,7,3.1,132.8,-5.01
Untreated,2,7,3.1,133.0,-3.19
Untreated,2,7,3.1,133.2,-0.93
Untreated,2,7,3.1,133.4,1.64
Untreated,2,7,3.1,133.6,4.37
Untreated,2,7,3.1,133.8,7.1
Untreated,2,7,3.1,134.0,9.66
Untreated,2,7,3.1,134.2,11.92
Untreated,2,7,3.1,134.4,13.75
Untreated,2,7,3.1,134.6,15.06
Untreated,2,7,3.1,134.8,15.8
Untreated,2,7,3.1,135.0,15.97
Untreated,2,7,3.1,135.2,15.61
Untreated,2,7,3.1,135.4,14.8
Untreated,2,7,3.1,135.6,13.65
Untreated,2,7,3.1,135.8,12.29
Untreated,2,7,3.1,136.0,10.89
Untreated,2,7,3.1,136.2,9.58
Untreated,2,7,3.1,136.4,8.5
Untreated,2,7,3.1,136.6,7.73
Untreated,2,7,3.1,136.8,7.33
Untreated,2,7,3.1,137.0,7.31
Untreated,2,7,3.1,137.2,7.65
Untreated,2,7,3.1,137.4,8.26
Untreated,2,7,3.1,137.6,9.05
Untreated,2,7,3.1,137.8,9.9
Untreated,2,7,3.1,138.0,10.68
Untreated,2,7,3.1,138.2,11.28
Untreated,2,7,3.1,138.4,11.63
Untreated,2,7,3.1,138.6,11.68
Untreated,2,7,3.1,138.8,11.42
Untreated,2,7,3.1,139.0,10.88
Untreated,2,7,3.1,139.2,10.14
Untreated,2,7,3.1,139.4,9.29
Untreated,2,7,3.1,139.6,8.42
Untreated,2,7,3.1,139.8,7.65
Untreated,2,7,3.1,140.0,7.05
Untreated,2,7,3.1,140.2,6.68
Untreated,2,7,3.1,140.4,6.54
Untreated,2,7,3.1,140.6,6.61
Untreated,2,7,3.1,140.8,6.81
Untreated,2,7,3.1,141.0,7.05
Untreated,2,7,3.1,141.2,7.2
Untreated,2,7,3.1,141.4,7.16
Untreated,2,7,3.1,141.6,6.83
Untreated,2,7,3.1,141.8,6.12
Untreated,2,7,3.1,142.0,5.03
Untreated,2,7,3.1,142.2,3.59
Untreated,2,7,3.1,142.4,1.86
Untreated,2,7,3.1,142.6,-0.02
Untreated,2,7,3.1,142.8,-1.88
Untreated,2,7,3.1,143.0,-3.54
Untreated,2,7,3.1,143.2,-4.81
Untreated,2,7,3.1,143.4,-5.54
Untreated,2,7,3.1,143.6,-5.58
Untreated,2,7,3.1,143.8,-4.89
Untreated,2,7,3.1,144.0,-3.43
Untreated,2,7,3.1,144.2,-1.27
Untreated,2,7,3.1,144.4,1.48
Untreated,2,7,3.1,144.6,4.65
Untreated,2,7,3.1,144.8,8.03
Untreated,2,7,3.1,145.0,11.42
Untreated,2,7,3.1,145.2,14.58
Untreated,2,7,3.1,145.4,17.32
Untreated,2,7,3.1,145.6,19.5
Untreated,2,7,3.1,145.8,21.01
Untreated,2,7,3.1,146.0,21.79
Untreated,2,7,3.1,146.2,21.85
Untreated,2,7,3.1,146.4,21.26
Untreated,2,7,3.1,146.6,20.11
Untreated,2,7,3.1,146.8,18.54
Untreated,2,7,3.1,147.0,16.7
Untreated,2,7,3.1,147.2,14.74
Untreated,2,7,3.1,147.4,12.8
Untreated,2,7,3.1,147.6,11.0
Untreated,2,7,3.1,147.8,9.46
Untreated,2,7,3.1,148.0,8.22
Untreated,2,7,3.1,148.2,7.35
Untreated,2,7,3.1,148.4,6.84
Untreated,2,7,3.1,148.6,6.69
Untreated,2,7,3.1,148.8,6.85
Untreated,2,7,3.1,149.0,7.27
Untreated,2,7,3.1,149.2,7.89
Untreated,2,7,3.1,149.4,8.6
Untreated,2,7,3.1,149.6,9.33
Untreated,2,7,3.1,149.8,9.95
Untreated,2,7,3.1,150.0,10.36
Untreated,2,7,3.1,150.2,10.45
Untreated,2,7,3.1,150.4,10.12
Untreated,2,7,3.1,150.6,9.27
Untreated,2,7,3.1,150.8,7.85
Untreated,2,7,3.1,151.0,5.82
Untreated,2,7,3.1,151.2,3.2
Untreated,2,7,3.1,151.4,0.07
Untreated,2,7,3.1,151.6,-3.45
Untreated,2,7,3.1,151.8,-7.2
Untreated,2,7,3.1,152.0,-10.6
Untreated,2,7,3.1,152.2,-14.51
Untreated,2,7,3.1,152.4,-17.92
Untreated,2,7,3.1,152.6,-20.55
Untreated,2,7,3.1,152.8,-22.17
Untreated,2,7,3.1,153.0,-22.61
Untreated,2,7,3.1,153.2,-21.77
Untreated,2,7,3.1,153.4,-19.69
Untreated,2,7,3.1,153.6,-16.47
Untreated,2,7,3.1,153.8,-12.36
Untreated,2,7,3.1,154.0,-7.64
Untreated,2,7,3.1,154.2,-2.69
Untreated,2,7,3.1,154.4,2.09
Untreated,2,7,3.1,154.6,6.35
Untreated,2,7,3.1,154.8,9.74
Untreated,2,7,3.1,155.0,12.04
Untreated,2,7,3.1,155.2,13.1
Untreated,2,7,3.1,155.4,12.92
Untreated,2,7,3.1,155.6,11.61
Untreated,2,7,3.1,155.8,9.4
Untreated,2,7,3.1,156.0,6.61
Untreated,2,7,3.1,156.2,3.62
Untreated,2,7,3.1,156.4,0.79
Untreated,2,7,3.1,156.6,-1.49
Untreated,2,7,3.1,156.8,-2.95
Untreated,2,7,3.1,157.0,-3.38
Untreated,2,7,3.1,157.2,-2.7
Untreated,2,7,3.1,157.4,-0.96
Untreated,2,7,3.1,157.6,1.7
Untreated,2,7,3.1,157.8,5.0
Untreated,2,7,3.1,158.0,8.64
Untreated,2,7,3.1,158.2,12.25
Untreated,2,7,3.1,158.4,15.49
Untreated,2,7,3.1,158.6,18.08
Untreated,2,7,3.1,158.8,19.8
Untreated,2,7,3.1,159.0,20.54
Untreated,2,7,3.1,159.2,20.28
Untreated,2,7,3.1,159.4,19.13
Untreated,2,7,3.1,159.6,17.26
Untreated,2,7,3.1,159.8,14.93
Untreated,2,7,3.1,160.0,12.39
Untreated,2,7,3.1,160.2,9.9
Untreated,2,7,3.1,160.4,7.68
Untreated,2,7,3.1,160.6,5.89
Untreated,2,7,3.1,160.8,4.6
Untreated,2,7,3.1,161.0,3.78
Untreated,2,7,3.1,161.2,3.35
Untreated,2,7,3.1,161.4,3.14
Untreated,2,7,3.1,161.6,2.97
Untreated,2,7,3.1,161.8,2.65
Untreated,2,7,3.1,162.0,2.02
Untreated,2,7,3.1,162.2,0.97
Untreated,2,7,3.1,162.4,-0.54
Untreated,2,7,3.1,162.6,-2.45
Untreated,2,7,3.1,162.8,-4.62
Untreated,2,7,3.1,163.0,-6.86
Untreated,2,7,3.1,163.2,-8.93
Untreated,2,7,3.1,163.4,-10.55
Untreated,2,7,3.1,163.6,-11.5
Untreated,2,7,3.1,163.8,-11.59
Untreated,2,7,3.1,164.0,-10.7
Untreated,2,7,3.1,164.2,-8.82
Untreated,2,7,3.1,164.4,-6.05
Untreated,2,7,3.1,164.6,-2.56
Untreated,2,7,3.1,164.8,1.38
Untreated,2,7,3.1,165.0,5.45
Untreated,2,7,3.1,165.2,9.31
Untreated,2,7,3.1,165.4,12.64
Untreated,2,7,3.1,165.6,15.16
Untreated,2,7,3.1,165.8,16.67
Untreated,2,7,3.1,166.0,17.09
Untreated,2,7,3.1,166.2,16.42
Untreated,2,7,3.1,166.4,14.77
Untreated,2,7,3.1,166.6,12.38
Untreated,2,7,3.1,166.8,9.51
Untreated,2,7,3.1,167.0,6.5
Untreated,2,7,3.1,167.2,3.68
Untreated,2,7,3.1,167.4,1.37
Untreated,2,7,3.1,167.6,-0.17
Untreated,2,7,3.1,167.8,-0.74
Untreated,2,7,3.1,168.0,-0.24
Untreated,2,7,3.1,168.2,1.34
Untreated,2,7,3.1,168.4,3.92
Untreated,2,7,3.1,168.6,7.35
Untreated,2,7,3.1,168.8,11.39
Untreated,2,7,3.1,169.0,15.79
Untreated,2,7,3.1,169.2,20.27
Untreated,2,7,3.1,169.4,24.52
Untreated,2,7,3.1,169.6,28.28
Untreated,2,7,3.1,169.8,31.31
Untreated,2,7,3.1,170.0,33.41
Untreated,2,7,3.1,170.2,34.43
Untreated,2,7,3.1,170.4,34.28
Untreated,2,7,3.1,170.6,32.92
Untreated,2,7,3.1,170.8,30.35
Untreated,2,7,3.1,171.0,26.67
Untreated,2,7,3.1,171.2,21.98
Untreated,2,7,3.1,171.4,16.46
Untreated,2,7,3.1,171.6,10.36
Untreated,2,7,3.1,171.8,3.94
Untreated,2,7,3.1,172.0,-2.5
Untreated,2,7,3.1,172.2,-8.62
Untreated,2,7,3.1,172.4,-14.1
Untreated,2,7,3.1,172.6,-18.62
Untreated,2,7,3.1,172.8,-21.89
Untreated,2,7,3.1,173.0,-23.71
Untreated,2,7,3.1,173.2,-23.94
Untreated,2,7,3.1,173.4,-22.55
Untreated,2,7,3.1,173.6,-19.61
Untreated,2,7,3.1,173.8,-15.33
Untreated,2,7,3.1,174.0,-10.0
Untreated,2,7,3.1,174.2,-4.01
Untreated,2,7,3.1,174.4,2.2
Untreated,2,7,3.1,174.6,8.16
Untreated,2,7,3.1,174.8,13.43
Untreated,2,7,3.1,175.0,17.6
Untreated,2,7,3.1,175.2,20.39
Untreated,2,7,3.1,175.4,21.63
Untreated,2,7,3.1,175.6,21.27
Untreated,2,7,3.1,175.8,19.44
Untreated,2,7,3.1,176.0,16.4
Untreated,2,7,3.1,176.2,12.49
Untreated,2,7,3.1,176.4,8.16
Untreated,2,7,3.1,176.6,3.86
Untreated,2,7,3.1,176.8,0.06
Untreated,2,7,3.1,177.0,-2.87
Untreated,2,7,3.1,177.2,-4.64
Untreated,2,7,3.1,177.4,-5.08
Untreated,2,7,3.1,177.6,-4.2
Untreated,2,7,3.1,177.8,-2.09
Untreated,2,7,3.1,178.0,0.98
Untreated,2,7,3.1,178.2,4.71
Untreated,2,7,3.1,178.4,8.71
Untreated,2,7,3.1,178.6,12.59
Untreated,2,7,3.1,178.8,16.02
Untreated,2,7,3.1,179.0,18.72
Untreated,2,7,3.1,179.2,20.51
Untreated,2,7,3.1,179.4,21.35
Untreated,2,7,3.1,179.6,21.27
Untreated,2,7,3.1,179.8,20.43
Untreated,2,7,3.1,180.0,19.03
Untreated,2,7,3.1,180.2,17.32
Untreated,2,7,3.1,180.4,15.53
Untreated,2,7,3.1,180.6,13.85
Untreated,2,7,3.1,180.8,12.41
Untreated,2,7,3.1,181.0,11.26
Untreated,2,7,3.1,181.2,10.34
Untreated,2,7,3.1,181.4,9.54
Untreated,2,7,3.1,181.6,8.69
Untreated,2,7,3.1,181.8,7.61
Untreated,2,7,3.1,182.0,6.1
Untreated,2,7,3.1,182.2,4.07
Untreated,2,7,3.1,182.4,1.48
Untreated,2,7,3.1,182.6,-1.61
Untreated,2,7,3.1,182.8,-5.01
Untreated,2,7,3.1,183.0,-8.45
Untreated,2,7,3.1,183.2,-11.58
Untreated,2,7,3.1,183.4,-14.01
Untreated,2,7,3.1,183.6,-15.37
Untreated,2,7,3.1,183.8,-15.35
Untreated,2,7,3.1,184.0,-13.73
Untreated,2,7,3.1,184.2,-10.45
Untreated,2,7,3.1,184.4,-5.59
Untreated,2,7,3.1,184.6,0.59
Untreated,2,7,3.1,184.8,7.7
Untreated,2,7,3.1,185.0,15.2
Untreated,2,7,3.1,185.2,22.52
Untreated,2,7,3.1,185.4,29.06
Untreated,2,7,3.1,185.6,34.28
Untreated,2,7,3.1,185.8,37.72
Untreated,2,7,3.1,186.0,39.11
Untreated,2,7,3.1,186.2,38.34
Untreated,2,7,3.1,186.4,35.5
Untreated,2,7,3.1,186.6,30.88
Untreated,2,7,3.1,186.8,24.92
Untreated,2,7,3.1,187.0,18.19
Untreated,2,7,3.1,187.2,11.31
Untreated,2,7,3.1,187.4,4.9
Untreated,2,7,3.1,187.6,-0.46
Untreated,2,7,3.1,187.8,-4.34
Untreated,2,7,3.1,188.0,-6.43
Untreated,2,7,3.1,188.2,-6.62
Untreated,2,7,3.1,188.4,-4.97
Untreated,2,7,3.1,188.6,-1.71
Untreated,2,7,3.1,188.8,2.78
Untreated,2,7,3.1,189.0,8.05
Untreated,2,7,3.1,189.2,13.57
Untreated,2,7,3.1,189.4,18.84
Untreated,2,7,3.1,189.6,23.41
Untreated,2,7,3.1,189.8,26.9
Untreated,2,7,3.1,190.0,29.08
Untreated,2,7,3.1,190.2,29.81
Untreated,2,7,3.1,190.4,29.11
Untreated,2,7,3.1,190.6,27.09
Untreated,2,7,3.1,190.8,23.97
Untreated,2,7,3.1,191.0,20.02
Untreated,2,7,3.1,191.2,15.54
Untreated,2,7,3.1,191.4,10.84
Untreated,2,7,3.1,191.6,6.19
Untreated,2,7,3.1,191.8,1.84
Untreated,2,7,3.1,192.0,-2.5
Untreated,2,7,3.1,192.2,-6.0
Untreated,2,7,3.1,192.4,-8.73
Untreated,2,7,3.1,192.6,-10.62
Untreated,2,7,3.1,192.8,-11.66
Untreated,2,7,3.1,193.0,-11.84
Untreated,2,7,3.1,193.2,-11.19
Untreated,2,7,3.1,193.4,-9.74
Untreated,2,7,3.1,193.6,-7.56
Untreated,2,7,3.1,193.8,-4.71
Untreated,2,7,3.1,194.0,-1.28
Untreated,2,7,3.1,194.2,2.6
Untreated,2,7,3.1,194.4,6.79
Untreated,2,7,3.1,194.6,11.09
Untreated,2,7,3.1,194.8,15.32
Untreated,2,7,3.1,195.0,19.25
Untreated,2,7,3.1,195.2,22.66
Untreated,2,7,3.1,195.4,25.35
Untreated,2,7,3.1,195.6,27.16
Untreated,2,7,3.1,195.8,27.99
Untreated,2,7,3.1,196.0,27.8
Untreated,2,7,3.1,196.2,26.63
Untreated,2,7,3.1,196.4,24.61
Untreated,2,7,3.1,196.6,21.91
Untreated,2,7,3.1,196.8,18.79
Untreated,2,7,3.1,197.0,15.5
Untreated,2,7,3.1,197.2,12.33
Untreated,2,7,3.1,197.4,9.51
Untreated,2,7,3.1,197.6,7.25
Untreated,2,7,3.1,197.8,5.69
Untreated,2,7,3.1,198.0,4.86
Untreated,2,7,3.1,198.2,4.75
Untreated,2,7,3.1,198.4,5.26
Untreated,2,7,3.1,198.6,6.21
Untreated,2,7,3.1,198.8,7.42
Untreated,2,7,3.1,199.0,8.68
Untreated,2,7,3.1,199.2,9.81
Untreated,2,7,3.1,199.4,10.66
Untreated,2,7,3.1,199.6,11.12
Untreated,2,7,3.1,199.8,11.17
Untreated,2,7,3.1,200.0,10.81
Untreated,2,7,3.1,200.2,10.14
Untreated,2,7,3.1,200.4,9.23
Untreated,2,7,3.1,200.6,8.22
Untreated,2,7,3.1,200.8,7.2
Untreated,2,7,3.1,201.0,6.24
Untreated,2,7,3.1,201.2,5.37
Untreated,2,7,3.1,201.4,4.56
Untreated,2,7,3.1,201.6,3.76
Untreated,2,7,3.1,201.8,2.88
Untreated,2,7,3.1,202.0,1.81
Untreated,2,7,3.1,202.2,0.47
Untreated,2,7,3.1,202.4,-1.19
Untreated,2,7,3.1,202.6,-3.15
Untreated,2,7,3.1,202.8,-5.33
Untreated,2,7,3.1,203.0,-7.55
Untreated,2,7,3.1,203.2,-9.6
Untreated,2,7,3.1,203.4,-11.17
Untreated,2,7,3.1,203.6,-11.98
Untreated,2,7,3.1,203.8,-11.74
Untreated,2,7,3.1,204.0,-10.23
Untreated,2,7,3.1,204.2,-7.33
Untreated,2,7,3.1,204.4,-3.04
Untreated,2,7,3.1,204.6,2.52
Untreated,2,7,3.1,204.8,9.06
Untreated,2,7,3.1,205.0,16.17
Untreated,2,7,3.1,205.2,23.36
Untreated,2,7,3.1,205.4,30.08
Untreated,2,7,3.1,205.6,35.77
Untreated,2,7,3.1,205.8,39.95
Untreated,2,7,3.1,206.0,42.24
Untreated,2,7,3.1,206.2,42.4
Untreated,2,7,3.1,206.4,40.38
Untreated,2,7,3.1,206.6,36.34
Untreated,2,7,3.1,206.8,30.59
